pitch_mean,pitch_std,pitch_range,pitch_median,pitch_coeff_var,pitch_25th,pitch_75th,pitch_high_count,pitch_low_count,pitch_variance,voiced_ratio,pitch_jitter,volume_mean,volume_std,volume_max,volume_min,dynamic_range,volume_mean_db,volume_std_db,volume_median,volume_25th,volume_75th,energy_variation,shimmer,high_energy_frames,peak_energy_frames,power_mean,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,spectral_flatness_mean,spectral_flatness_std,spectral_centroid_max,spectral_centroid_min,spectral_centroid_median,spectral_centroid_iqr,rolloff_centroid_ratio,bandwidth_centroid_ratio,zcr_frequency,spectral_variability,spectral_centroid_variation,spectral_rolloff_variation,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_delta,mfcc_1_delta,mfcc_2_delta,mfcc_3_delta,mfcc_4_delta,mfcc_5_delta,mfcc_6_delta,mfcc_7_delta,mfcc_8_delta,mfcc_9_delta,mfcc_10_delta,mfcc_11_delta,mfcc_12_delta,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,tempo_bpm,rhythm_regularity,num_beats,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,harmonic_energy,percussive_energy,hpr_ratio,harmonic_variability,percussive_variability,harmonic_ratio,split,dialogue_id,utterance_id,speaker,emotion,sentiment,utterance_text,season,episode,audio_path
521.7273,494.19498,3277.8394,434.83408,0.94722855,306.16953,594.77106,29.0,52.0,244228.67,10.125,157.82343,0.022431407,0.037421655,0.1407007,0.0,0.1407007,-56.547413,34.089947,0.0,0.0,0.03908848,0.0035415657,1.6682705,76.0,25.0,0.0019035481,519.8088,859.1992,1033.989,1666.4824,539.3711,803.3916,0.03387816,0.06318856,0.6844297,0.45769465,4311.464,0.0,0.0,1273.6581,0.6500364,0.36434537,271.02527,0.9617411,83.98439,182.875,-492.44846,32.589233,1.2765372,3.236801,-2.918476,5.223731,-0.4172706,2.5484824,-1.8927386,0.5355032,2.4763696,1.6414807,-1.5844153,-1.5628178,-0.39067468,-0.032033313,-0.03379751,-0.023514722,-0.073523864,-0.028062308,-0.029725404,-0.034773305,-0.009872091,-0.03199489,-0.05342021,-0.04755436,0.13876693,0.14970298,0.16726308,0.11764217,0.10722205,0.10182085,0.12831415,0.14566259,0.15756516,0.1346097,0.094966024,0.11432778,104.166664,0.025712974,4.0,-0.011437697,0.017472336,-0.025137464,0.012991175,0.0075137247,0.0036829538,0.92178684,1.3808495,1.3499128,0.86978036,0.62964886,0.43505186,0.078756236,0.043433484,0.028010577,0.013831071,0.013880507,0.00843417,0.0044089155,16.388191,15.27236,16.746662,16.705845,16.922308,16.44906,16.83336,0.011436064,0.014466251,0.7905335,0.019464752,0.027502317,0.2678518,train,103,3,Ross,joy,positive,"Uh-hmmWait! It gets better. Um, yeah I was in Barcelona.",8,4,./train/dia103_utt3.wav
443.14377,163.5122,800.9204,401.88596,0.36898232,357.50537,577.8778,23.0,28.0,26736.244,6.375,68.6633,0.004374474,0.010239577,0.039420173,0.0,0.039420173,-58.967636,25.97535,0.0,0.0,0.0,0.00085921155,2.3407562,44.0,25.0,0.00012398495,293.56076,622.7347,536.79034,1176.3754,290.07736,594.2104,0.021752832,0.047071334,0.80101055,0.39445025,3209.6846,0.0,0.0,0.0,0.36412215,0.20755564,174.02266,0.74052453,54.693005,118.96875,-654.344,21.698908,-3.680817,2.9341974,-5.7074513,0.1613827,-2.0144417,-0.35319304,-2.5034735,-2.503072,1.4732316,-1.4471316,-0.07684273,-1.7294954,-0.385121,0.09754817,-0.19705887,0.01865422,-0.011329355,0.019534834,-0.07319526,-0.008640103,-0.019306384,-0.065434344,-0.047375005,-0.025312526,0.058652133,0.08911372,0.07925003,0.06098784,0.04956305,0.0686857,0.08364764,0.08940073,0.06388672,0.054388,0.0672906,0.0518575,156.25,0.04347826,5.0,0.033090025,0.013997747,-0.001640054,0.0141693605,0.009049294,-0.00028239313,0.03914562,0.17868653,0.12539217,0.038868695,0.031227129,0.011197123,0.0015424056,0.003250386,0.001641013,0.0002310994,0.00021668448,5.011748e-05,8.274781e-06,19.52053,19.36224,20.100815,19.859589,19.182133,20.116604,19.184017,0.0028464182,0.002162798,1.3160752,0.00709343,0.0052170204,0.47104734,train,483,3,Joey,surprise,negative,"Hey, you know our phone's not working?",1,20,./train/dia483_utt3.wav
722.3812,820.472,3771.338,451.8423,1.1357881,320.26877,725.68445,30.0,90.0,673174.3,15.0,265.8972,0.013107603,0.016696183,0.04954458,0.0,0.04954458,-42.039845,33.706764,0.0,0.0,0.029304415,0.0018316132,1.2737784,92.0,25.0,0.0004505718,1033.9939,1298.5245,1826.0396,2150.3638,762.3113,838.5052,0.09358854,0.13270962,0.5483263,0.47484875,5131.796,0.0,0.0,1721.3807,0.87248385,0.38704622,748.7083,0.9271075,163.99225,252.84375,-508.75037,35.20746,-15.053316,6.1832457,-6.7266464,-3.4336035,-6.500511,-7.980125,-6.995539,-5.316639,-6.7483897,0.05892996,-3.73326,-1.894794,0.25841483,-0.29086512,0.15854952,-0.038497396,-0.025961397,0.144118,-0.09449605,0.10301907,-0.026153507,0.10374585,0.021437794,0.03267213,0.18134953,0.19113196,0.20900936,0.18762784,0.17475125,0.16863722,0.19230151,0.16370662,0.17854999,0.2131791,0.21362205,0.20613898,85.22727,0.053249776,5.0,0.0052669407,-0.00399795,-0.0027559034,-0.014243231,-0.00085211365,0.0073118703,0.22462475,0.41792345,0.22910124,0.09591324,0.1429304,0.05887128,0.09051109,0.036103267,0.017986294,0.015531068,0.004550887,0.007058078,0.0033284517,17.573755,15.098014,16.288057,15.813932,15.788898,17.093294,15.740965,0.005155358,0.009207134,0.5599302,0.007099859,0.012267401,0.17062464,train,804,5,Mr. Treeger,anger,negative,": Oh yeah, of course you dont!",4,4,./train/dia804_utt5.wav
546.81573,519.9203,3382.81,385.22275,0.9508144,226.25233,603.41016,75.0,176.0,270317.1,31.375,214.5854,0.01101397,0.007791155,0.040805314,0.0016477541,0.03915756,-13.591429,6.500325,0.009430703,0.0050875572,0.015228467,0.0022441577,0.70738846,105.0,25.0,0.00018200961,2315.4355,861.7201,4480.64,1479.5404,1938.0168,383.62955,0.18878587,0.096006565,0.108292416,0.09918836,5343.635,933.1134,2250.8364,1081.9541,1.9548508,0.8972404,1510.287,0.27873805,324.7904,585.15625,-317.1356,68.988335,-3.8067997,11.025712,-3.420144,4.56829,-4.9976482,-2.4941206,-6.455118,2.0387034,-2.618615,3.3376555,1.9955142,-0.71665984,0.2262713,0.2517738,0.035055265,0.077747144,-0.03198631,0.0698085,-0.07309711,-0.0633419,-0.03320733,0.01206974,-0.02513607,0.0008785487,0.52109444,0.46278548,0.48577204,0.491289,0.46623003,0.46773914,0.45892984,0.4887179,0.45494616,0.4472949,0.45398098,0.4780266,98.68421,0.06579266,13.0,-0.0024607591,0.013911587,0.009914353,0.0043710805,0.00094152277,0.005153325,0.09009564,0.12668836,0.088043265,0.08261747,0.061874457,0.028740857,0.026985003,0.011625942,0.006938864,0.0043905107,0.0028874537,0.0023767669,0.0019050313,15.614117,14.674761,16.942783,16.560404,16.534239,16.41417,16.26526,0.00426729,0.007823014,0.5454783,0.0035895407,0.0066121267,0.17090711,train,799,2,Monica,neutral,neutral,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",2,6,./train/dia799_utt2.wav
798.72504,1023.2482,3693.4885,430.789,1.281102,285.28473,729.68085,52.0,199.0,1047036.94,31.375,288.64615,0.017636225,0.007519601,0.044736814,0.0053425133,0.0393943,-8.879545,3.77098,0.016770989,0.01148972,0.02209412,0.0023008094,0.4263725,111.0,25.0,0.00036758077,2177.365,754.6042,4191.733,1137.4469,1816.4608,336.44907,0.18349454,0.08981022,0.045320693,0.04605373,4730.7407,1135.899,1934.2762,746.5185,1.9781312,0.88519764,1467.9563,0.26895627,301.4375,437.5625,-275.70786,70.96828,-4.697563,31.421797,-8.72996,14.5608,-4.477854,2.2422197,2.2597072,-3.2533903,0.16179438,-3.5811203,4.251751,-0.12556309,0.23552534,-0.15307014,-0.029370798,0.05999951,0.02750235,0.03048355,0.0031192892,-0.034062065,-0.0021015848,0.0719671,-0.013822689,-0.004302975,0.30416748,0.2531285,0.27830803,0.29178527,0.21105978,0.26165295,0.31269512,0.41809908,0.3793665,0.4198918,0.4039123,0.41255015,125.0,0.05248639,14.0,0.0016011419,0.03006639,-0.012380096,-0.02884031,0.012780406,0.020251254,0.2083396,0.2953344,0.1257772,0.10853722,0.053109918,0.042076427,0.051847383,0.038198654,0.027862044,0.014340754,0.015289711,0.0047505484,0.0017499554,17.662909,16.915731,20.502846,18.299034,17.94735,21.036533,16.38623,0.00901106,0.011199873,0.80456734,0.0031474442,0.006764219,0.24789898,train,724,1,Monica,neutral,neutral,"Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.",1,11,./train/dia724_utt1.wav
570.99176,580.91254,2993.0645,466.594,1.0173746,374.1187,517.6601,9.0,56.0,337459.38,8.125,171.29546,0.0056293877,0.014290691,0.070727676,0.0,0.070727676,-61.525375,27.010775,0.0,0.0,0.0009190022,0.00095366465,2.538587,43.0,25.0,0.00023591385,505.38528,915.9328,992.03186,1772.9723,439.12488,760.73975,0.037836935,0.074132584,0.7554441,0.41518304,3898.3657,0.0,0.0,1133.5184,0.5127739,0.23584776,302.69547,0.8738486,88.97972,161.65625,-608.5431,19.958584,-4.3109994,4.66741,-5.1703506,-1.7281876,-2.9497907,-2.3267176,-6.2670264,-2.7875402,-1.173104,-0.0023804167,-1.807841,-1.4952542,-0.33435613,-0.116485655,0.031942893,0.102265954,0.029540677,-0.022871207,-0.012825515,0.074465096,0.099781655,0.005062149,-0.021527827,-0.017607177,0.13825792,0.13600081,0.103438236,0.08321723,0.06294362,0.0548801,0.053297732,0.06939038,0.10631172,0.083394796,0.102510065,0.13467287,144.23077,0.034493014,4.0,-0.021653349,0.032608673,-0.045819335,0.06468207,0.0030136914,0.007914436,0.10844484,0.40238905,0.15232424,0.03858342,0.05814268,0.024122534,0.0041662403,0.0073364703,0.003686971,0.0025093223,0.00065624557,0.00029189335,8.120693e-05,20.221127,18.99763,20.047947,19.295977,19.442688,19.872486,19.15376,0.0022355395,0.0039965906,0.55936027,0.006294474,0.010265787,0.18894993,train,869,11,Joey,anger,negative,"And before you know it, she's with him.",3,12,./train/dia869_utt11.wav
495.59305,253.44118,1285.7393,433.25873,0.5113897,315.35037,636.24915,48.0,86.0,64232.434,16.75,130.34978,0.01850174,0.02406633,0.08333113,0.0,0.08333113,-42.481487,34.27261,0.003014211,0.0,0.03561665,0.0027351885,1.3007604,97.0,25.0,0.00092150265,769.5864,752.9615,1485.6511,1533.4222,773.4456,756.7378,0.050168466,0.051257066,0.47578502,0.4904154,2697.2566,0.0,1112.6836,1360.1444,1.0181708,0.54428566,401.34775,0.98203456,83.06384,211.28125,-447.94495,61.878174,-14.751402,1.0601809,-9.503826,1.4565456,-5.4028115,-2.932333,-0.896779,-0.70774484,-2.6870813,2.2953446,-4.2852755,-1.0712403,-0.6028828,0.11777899,0.113611706,0.06780643,-0.035167787,0.063375525,0.03323321,-0.06999254,-0.026404982,-0.00866738,0.05018463,-0.030892694,0.16787025,0.15352096,0.17310292,0.2451988,0.23120838,0.20532078,0.19410537,0.20717542,0.22497599,0.22927748,0.25998884,0.22091931,89.28571,0.08321783,5.0,-0.0038959053,-0.009615785,0.021212539,0.019138772,-0.006221117,-0.0035079215,0.39077395,0.9544842,0.6873544,0.46405062,0.29280683,0.17979653,0.06476691,0.031299084,0.011424992,0.0066736704,0.0027466782,0.0004010144,0.00014531358,17.076624,16.820704,17.44729,17.461586,17.468103,18.130009,16.339598,0.009322207,0.011224784,0.83050144,0.014957966,0.01591348,0.33711922,train,9,3,Chandler,joy,positive,Can you hold on a moment? I have another call.  I love her.,2,5,./train/dia9_utt3.wav
1012.95856,740.1207,3676.7366,971.5679,0.7306525,428.7082,1414.9524,122.0,127.0,547778.7,31.125,317.74466,0.06442625,0.039385267,0.1298137,0.0,0.1298137,-9.36685,10.365472,0.07229579,0.023472952,0.1021447,0.0076215155,0.6113233,135.0,25.0,0.005701941,2422.1438,599.9645,4362.239,1027.7704,1745.2941,357.01968,0.2350831,0.078723826,0.086234756,0.12032208,4476.1084,0.0,2335.2388,899.9615,1.8000454,0.7337129,1880.6648,0.24089341,144.3999,226.59375,-151.0216,40.312237,-37.61691,5.658363,-13.566879,7.387633,-11.569993,-4.2021065,-2.6992338,-3.9764948,-5.0715194,-1.9887755,-1.1643457,-0.66998035,-0.11809868,-0.20142269,-0.012784631,0.032050647,-0.0078115226,0.041578107,-0.021106659,0.07189535,0.033098493,-0.0294539,-0.03451472,0.044121012,0.4307199,0.42245966,0.39510235,0.4181433,0.43218982,0.48665836,0.41104388,0.3936306,0.47345862,0.49797148,0.5136641,0.45587426,110.29412,0.0372678,8.0,-0.00020275601,0.014077762,-0.02938536,0.0021576853,0.0021193887,-0.00589022,1.8783095,1.9977008,1.1157413,2.0340648,2.434739,2.7082295,1.2757143,0.53305286,0.29807365,0.2663319,0.15493232,0.042216334,0.013298544,16.293411,13.278084,17.565979,17.440733,21.513994,25.48493,23.842583,0.03047945,0.039419685,0.7732036,0.02260881,0.0257076,0.2525734,train,362,9,Rachel,surprise,positive,My God. Okay.  Ha-ha-ha beat ya! Sucker!,8,24,./train/dia362_utt9.wav
866.9956,825.8177,3534.0312,664.9615,0.95250505,353.43015,903.61774,26.0,52.0,681974.8,9.75,288.4549,0.008115456,0.013823983,0.04469877,0.0,0.04469877,-52.357487,31.010326,0.0,0.0,0.016106267,0.0015223137,1.7034141,66.0,25.0,0.0002569631,671.6843,1119.8236,1160.1407,1917.9066,489.15076,766.56354,0.058006257,0.10583215,0.70297414,0.4441893,4953.188,0.0,0.0,1463.94,0.5406842,0.24562442,464.05005,0.820472,122.91218,221.125,-594.53625,18.939499,-9.351239,6.1648736,-5.4210334,-0.68603843,0.47979766,0.10349871,-0.0051044375,-0.6359322,-2.6151567,-1.731884,0.6546738,-1.504095,-0.59768724,0.037105422,0.041944783,0.07632991,0.057553504,-0.03408258,0.1168555,-0.020334346,0.06855028,-0.039067876,0.049416583,0.018696986,0.08334744,0.08480487,0.07654425,0.09223993,0.11103723,0.10899538,0.13029324,0.12908803,0.11879563,0.1221423,0.13656987,0.093391135,187.5,0.04761905,7.0,0.010313885,0.003373391,0.0049866517,0.0006260819,0.004120667,0.016802363,0.06908961,0.17505512,0.08423344,0.17183241,0.075171985,0.03387102,0.040695608,0.033528816,0.02831758,0.011605177,0.0042285747,0.001719698,0.0015021181,15.179869,15.912064,16.760523,16.733479,16.679703,16.729815,15.448582,0.0024422023,0.0065574646,0.37243032,0.004388858,0.011551011,0.09814555,train,317,13,Phoebe,anger,negative,"When we make plans, I expect you to show up.",7,11,./train/dia317_utt13.wav
730.9934,624.42896,3817.5833,577.41656,0.8542197,335.9327,829.5231,22.0,53.0,389911.53,9.375,273.79694,0.01738233,0.03266704,0.12346597,0.0,0.12346597,-58.722244,32.715744,0.0,0.0,0.013751419,0.0039185355,1.8793247,60.0,25.0,0.0013692807,656.4858,1120.0402,1149.1534,1940.7537,488.5972,778.6677,0.053685647,0.09683605,0.7217217,0.43122333,5895.384,0.0,0.0,1409.6274,0.5334826,0.24244289,429.4852,0.832636,109.96487,188.28125,-514.95013,19.043339,-11.772449,0.5269813,-5.69092,1.698491,-2.6853545,0.2676962,-1.523047,-1.1272831,-0.038583476,-1.9802275,-0.42836916,-1.6416521,-0.330062,-0.015975527,-0.15828641,0.042336103,0.079125755,-0.040626768,0.009553354,0.07032678,0.04790721,0.061902497,0.067847356,0.07651983,0.11292333,0.1257598,0.1082787,0.09364047,0.10000632,0.111715585,0.105671294,0.069298565,0.08688452,0.098935865,0.11124121,0.093740456,125.0,3.1183036e-16,4.0,-0.029372646,0.021562623,-0.038956743,0.055146117,0.007597343,0.020567246,0.32184574,0.53970206,0.90290546,0.8816885,0.625462,0.5572881,0.19845918,0.12801765,0.0390325,0.014746707,0.011102198,0.0039170533,0.0009996702,16.002575,16.271322,17.711143,17.134686,17.538254,18.362389,17.865797,0.0034201997,0.014929353,0.22909214,0.0072877062,0.029636035,0.049028356,train,108,3,Monica,neutral,neutral,Yeah? The work problem?,8,17,./train/dia108_utt3.wav
514.8204,447.56104,2084.0425,249.19289,0.8693538,241.65292,748.5647,97.0,154.0,200310.89,31.375,143.13326,0.03189111,0.011217933,0.053129986,0.0054175113,0.047712475,-5.262173,4.3281837,0.033794835,0.025687132,0.040037714,0.002790136,0.35175735,145.0,25.0,0.0011428853,1829.6478,605.8146,3657.1838,1099.9633,1643.8237,365.91626,0.14392236,0.06779913,0.018249935,0.038696952,4590.737,941.73883,1720.5786,462.9582,2.018846,0.93218374,1151.3789,0.2128564,205.371,376.15625,-258.2145,87.19302,-17.412369,39.552597,-18.30328,4.837282,-6.584523,3.0366771,-3.2143214,-11.373241,-2.1608298,-14.530199,-0.5240012,-0.3683045,-0.21242692,0.23584828,0.17882833,0.13686143,-0.029645182,0.06097532,0.09817797,-0.0656968,-0.022714194,0.00965702,-0.0013779112,0.035497393,0.31586015,0.19874573,0.16537257,0.17955452,0.3022679,0.22432557,0.24905072,0.14383587,0.14884774,0.32709402,0.36352938,0.6747209,75.0,0.023094011,7.0,0.20179987,-0.16781238,0.08520923,0.05066443,-0.019568248,-0.0199689,1.1041175,0.49842718,0.51391035,0.65284324,0.27861103,0.077830814,0.107401624,0.16709723,0.039647195,0.016909901,0.01028143,0.004077577,0.0004693452,22.353527,20.174212,22.556326,21.63897,21.969206,23.577549,17.40243,0.025053443,0.011544909,2.170084,0.0105190445,0.0075739515,0.6457715,train,193,0,Phoebe,neutral,neutral,"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, its not your fault.",3,14,./train/dia193_utt0.wav
665.98224,247.25774,1114.0714,560.31775,0.37126777,529.2912,760.5474,23.0,41.0,61136.387,8.0,133.65993,0.010843634,0.020552503,0.07374726,0.0,0.07374726,-59.07374,31.317772,0.0,0.0,0.0134770395,0.001631439,1.895352,64.0,25.0,0.00053998997,480.4298,844.4876,908.61554,1602.7576,398.7214,693.8099,0.03900025,0.070087455,0.7570601,0.41615686,3517.7568,0.0,0.0,1459.7856,0.48144543,0.21345879,312.00198,0.82551825,49.925232,108.15625,-564.5059,20.812006,-12.244714,-0.57840246,-6.9885855,-0.44816545,-4.717934,-2.2276146,-0.69332993,0.24681742,-1.3063424,-0.10656299,-1.3023908,-2.1234093,-0.29791206,0.26550752,0.017721213,0.10101145,-0.07455557,0.054768696,-0.004392468,-0.055240165,0.004362701,0.065181434,0.0011745648,-0.0050583323,0.14229907,0.13840757,0.101952784,0.089921184,0.081424594,0.08668992,0.11718984,0.12544332,0.11057394,0.08257011,0.08599218,0.10956172,133.92857,0.0581864,5.0,0.006269948,0.0115570985,-0.031757545,0.055364586,0.007075669,4.9957416e-05,0.056855075,0.4049429,0.49630725,0.3175515,0.20286235,0.14833413,0.059570935,0.020773256,0.012445402,0.008617112,0.004837404,0.0020569055,0.0008835658,17.207315,16.260738,17.367235,17.071327,17.255104,17.667433,16.988546,0.005290855,0.006450647,0.8202041,0.010708459,0.013014222,0.26449895,train,11,6,Ross,joy,positive,"All right, lets go! Bye, Pheebs!",4,23,./train/dia11_utt6.wav
465.0,539.84845,3748.6091,393.29013,1.1609644,208.8999,476.1846,52.0,137.0,291436.38,23.625,216.56137,0.022417525,0.019821104,0.084357195,0.0,0.084357195,-28.674639,29.821333,0.024291532,0.0009262516,0.03693766,0.003319335,0.88417894,135.0,25.0,0.00089542154,1602.8987,1084.8915,3265.8428,2086.2485,1445.2584,861.837,0.11109468,0.09259922,0.28975147,0.41079402,4528.4775,0.0,1759.4072,1233.2751,1.5653905,0.71852076,888.75745,0.93361366,206.41063,343.75,-363.57556,50.37188,3.342744,12.038313,-9.839367,-0.59703594,-10.186362,4.213191,-6.5614576,-2.6862023,-4.6322384,-3.9160898,-1.26559,-2.0189314,-0.38295463,0.16877852,0.00963556,0.09227265,-0.039111648,0.042793564,0.076404735,0.0035703648,0.013337987,0.051137727,0.025911931,0.011265315,0.2901463,0.24555817,0.24795912,0.2673196,0.29072595,0.277783,0.2719447,0.3003793,0.33195215,0.36802146,0.34642145,0.32186344,66.96429,0.11111111,3.0,-0.0022711146,0.023864716,-0.016397383,0.04841867,-0.0012928207,0.010150584,0.77408224,1.0770811,0.51279646,0.17826809,0.10823068,0.055695504,0.051935636,0.028239988,0.024607465,0.012672976,0.017791752,0.00882006,0.0034798558,18.837847,16.269913,17.844282,16.713322,17.104763,16.94207,16.220566,0.011041559,0.01350165,0.8177927,0.01014505,0.013601634,0.25133157,train,871,3,Joey,neutral,neutral,"Oh well, hey, Joeys loveable too! But the thing about Joey is, if you need him, hell be there.",4,18,./train/dia871_utt3.wav
736.40466,1016.95844,3756.0024,334.26337,1.3809777,225.44658,563.1783,15.0,62.0,1034204.44,9.625,194.21858,0.0067055463,0.014046198,0.05311065,0.0,0.05311065,-55.460922,28.974327,0.0,0.0,0.0024753434,0.00088159536,2.0947134,50.0,25.0,0.00024226002,718.4388,1145.0132,1425.2677,2169.2886,616.21844,916.87665,0.04742748,0.09444758,0.69981056,0.44413364,4384.8955,0.0,0.0,1551.1989,0.6610325,0.29828215,379.41983,0.9954521,96.605225,140.65625,-592.1433,19.061909,3.5298746,5.7196636,-2.449752,6.4443626,-8.777465,-1.2871599,-3.1356964,-1.1436865,2.2280583,-1.0426337,0.6869723,-0.759779,-0.13471742,-0.067049965,-0.094026424,-0.0040609846,-0.0902068,0.0042534596,-0.00047970578,-0.03237527,-0.028912516,-0.01953057,0.020095604,-0.012335782,0.1901243,0.16633633,0.12061015,0.11365479,0.10416742,0.102945715,0.10204984,0.090371735,0.09966726,0.12438909,0.15882142,0.18952888,144.23077,1.6879007e-16,6.0,0.011726067,0.014485398,-0.011434237,0.04333541,0.009592979,0.0039188694,0.28805587,0.3016465,0.09840487,0.013383002,0.060990997,0.0101124225,0.01618014,0.0032532718,0.001938711,0.0026338594,0.0066815717,0.0024951803,0.00034724383,17.650723,16.774416,17.198929,17.48398,17.543266,18.213524,17.423336,0.0029939,0.004556193,0.6571042,0.00763674,0.009788483,0.27773207,train,486,9,Joey,surprise,negative,"Oh, I cant believe this!",6,4,./train/dia486_utt9.wav
362.79022,212.87001,1086.857,318.60315,0.58675784,177.97125,492.9896,16.0,24.0,45313.645,5.0,70.61756,0.006186772,0.015063207,0.054242376,0.0,0.054242376,-63.366673,26.051838,0.0,0.0,0.0,0.00065998035,2.4347441,40.0,25.0,0.0002651764,301.22214,725.19244,586.4666,1405.0477,274.6899,643.8434,0.01785631,0.044372033,0.8466945,0.35297772,3211.1719,0.0,0.0,0.0,0.31319454,0.151194,142.85048,0.7246235,39.89577,74.25,-636.7809,12.727197,-2.3802714,4.4454985,-0.7365027,0.013790381,-0.88594556,0.60124725,-1.8998225,-1.0906087,-0.9139376,1.2588499,-1.1789105,-1.8788695,-0.14845516,-0.1351156,-0.104922205,-0.0837865,-0.088197604,-0.018079063,-0.06259431,0.026642516,-0.028496776,-0.009665489,-0.04137752,0.012665617,0.023782292,0.04060913,0.059896093,0.05869302,0.06800956,0.06882121,0.050324213,0.029897138,0.034668785,0.0485754,0.05162701,0.046331428,104.166664,0.0,2.0,-0.021345805,0.037169605,-0.039945286,0.014410744,0.0020500817,-0.0059377807,0.31366616,0.24277346,0.094140135,0.018045962,0.034747887,0.0409038,0.025367694,0.017418018,0.008426193,0.005390054,0.0019375191,0.00053024694,0.00019206187,17.888037,17.151789,17.4766,17.324036,17.21315,17.449844,17.096937,0.0038877837,0.003018051,1.2881727,0.010570191,0.008303649,0.4781432,train,2,12,Chandler,joy,positive,"Um-mm, yeah right!",3,6,./train/dia2_utt12.wav
589.82135,443.55615,2788.1506,435.34244,0.7520178,331.63303,703.76025,27.0,32.0,196742.05,7.375,202.58812,0.00394941,0.009601776,0.0474079,0.0,0.0474079,-59.384617,26.023447,0.0,0.0,0.0,0.000839738,2.4311924,44.0,25.0,0.000107791944,466.53677,911.4242,904.60034,1741.8796,406.45462,745.3569,0.037208587,0.07934696,0.7850688,0.39155328,3471.1143,0.0,0.0,0.0,0.4608896,0.2197646,297.6687,0.8417779,76.9756,150.65625,-636.6389,17.982824,-3.0985484,1.1823196,-6.5561056,0.8959221,-4.69722,-1.0725411,-3.2426767,0.54428345,-1.5215288,-0.22066279,-1.1150185,-1.6181117,-0.35830072,0.085748166,-0.11550782,0.06997617,-0.015446809,0.13967294,0.06633875,0.04054699,0.015733257,0.0036657236,-0.018996166,0.008302764,0.08731581,0.08634928,0.11693711,0.113624945,0.1156615,0.119191326,0.11349439,0.083477706,0.0772265,0.07085526,0.07409499,0.07830089,104.166664,0.0625,3.0,-0.00027588574,0.0029737975,-0.05430942,0.050891165,0.0031945924,0.013472108,0.05952246,0.14950374,0.11707984,0.033609044,0.013188433,0.004325096,0.002111332,0.0005590892,0.00054398004,0.00041030688,0.00030805665,0.00015193163,4.1227966e-05,18.22784,17.867105,17.737915,17.92294,17.451643,17.75634,17.860636,0.0017659181,0.0025782988,0.68491334,0.0044204094,0.0070317653,0.21027155,train,356,6,Ross,sadness,negative,"Aww, is it broken?",3,3,./train/dia356_utt6.wav
606.16364,325.6638,1328.3002,566.4813,0.5372539,380.18607,627.3342,15.0,28.0,106056.9,5.375,100.799,0.00486198,0.012994732,0.061132304,0.0,0.061132304,-64.25642,25.366661,0.0,0.0,0.0,0.00070024293,2.672724,42.0,25.0,0.00019250193,289.58234,644.4455,563.6517,1263.2029,259.60904,577.4868,0.021591369,0.048600953,0.8335543,0.36618593,2192.2803,0.0,0.0,0.0,0.33359724,0.15532444,172.73096,0.739301,32.50519,70.8125,-606.8334,16.543562,-6.525966,1.4691043,-3.5556052,-0.663571,-3.7724376,-1.0707864,-0.77150166,-0.16027428,-0.9527103,0.4908436,-0.9238452,-1.7606975,-0.427425,0.23045851,-0.08556714,0.15525062,-0.03117972,-0.017340137,0.068872474,-0.045827948,-0.03318761,0.033355646,0.050855696,0.037124645,0.076383635,0.084807195,0.08753538,0.07578194,0.06759377,0.049449265,0.062563956,0.07034721,0.06447453,0.056431707,0.06324598,0.07664152,89.28571,0.0,2.0,-0.0148674995,0.018570578,-0.02348702,0.022906236,-0.001584591,0.00043039705,0.030368008,0.14994198,0.29882917,0.043041874,0.02058321,0.02264237,0.029671626,0.01709732,0.0039871307,0.0028338728,0.0025799237,0.0003002476,0.00011525037,17.84971,17.681461,18.379427,18.199558,18.496847,18.666464,18.167044,0.0019017828,0.0033011187,0.57610077,0.005138821,0.009061413,0.15658878,train,466,4,Both,neutral,neutral,"Hey, buddy.",1,4,./train/dia466_utt4.wav
